ID;NAME;DESCRIPTION;STATUS;SCHEDULE_TIME;CREATED_DATE;CREATED_BY;TABLE_SYNC
21;DB_SYNC;;ACTIVE;2020-02-01;2020-02-01 00:00:00;system;
